1000 200000
223 120 565
597 236 928
520 226 746
974 582 848
911 18 678
32 600 599
861 37 849
766 671 921
537 126 331
810 646 457
978 348 487
388 265 76
954 819 488
475 377 75
49 141 238
301 404 905
547 836 905
364 525 933
255 267 169
594 83 372
801 910 15
197 308 692
34 746 902
955 543 171
521 627 297
83 558 268
562 604 898
598 49 881
254 647 563
288 99 872
7 78 144
393 879 473
35 654 344
821 640 748
120 631 683
260 995 635
64 767 10
569 443 173
15 37 433
423 39 979
143 947 736
445 611 283
815 993 55
330 951 13
117 43 341
525 798 390
51 671 238
319 865 485
755 564 471
725 975 62
294 317 97
519 286 96
394 650 654
10 226 722
398 301 309
777 548 25
236 686 429
23 549 692
105 551 136
759 697 384
827 576 3
680 66 165
888 410 137
606 21 518
508 414 516
687 538 696
836 634 737
430 465 268
369 839 834
163 651 863
523 661 722
73 815 328
411 212 152
952 926 225
12 999 149
988 649 500
109 796 864
836 252 206
532 339 669
753 540 424
936 277 515
764 787 220
713 803 825
211 282 568
465 516 184
532 217 275
141 830 752
6 290 966
877 580 878
642 45 146
426 726 197
248 334 877
711 725 776
799 670 649
129 802 962
580 840 559
374 196 70
475 19 494
483 68 26
87 826 272
731 663 948
717 767 557
667 604 431
886 207 325
595 835 78
282 836 384
252 891 981
672 522 87
111 63 669
529 654 892
707 396 462
281 379 852
109 46 544
303 645 856
461 390 431
798 668 597
18 865 848
485 344 639
440 269 210
635 94 443
73 183 679
13 497 35
48 863 152
926 385 791
389 334 837
854 897 681
455 530 734
403 447 499
169 893 643
893 754 387
849 599 478
950 821 846
392 944 32
233 649 97
281 100 780
452 677 772
771 859 309
159 518 199
363 238 321
207 694 882
405 954 793
221 665 247
14 975 652
84 972 345
903 825 55
625 311 195
354 741 758
106 184 787
293 41 832
23 567 687
84 175 472
934 654 549
622 418 438
443 347 448
508 70 106
794 34 13
692 557 620
646 548 951
510 548 749
147 873 915
937 452 113
924 935 843
29 30 337
220 984 728
67 604 836
410 87 623
544 205 301
805 896 948
735 662 709
436 12 839
710 746 301
503 195 901
634 412 191
347 264 549
466 141 24
450 140 158
428 18 600
317 42 747
807 98 658
167 513 458
512 859 648
422 409 706
38 487 421
316 591 504
293 486 50
539 316 149
793 307 811
674 396 89
171 505 191
113 511 247
367 500 44
302 516 168
314 979 684
987 314 12
907 694 130
289 520 277
244 570 793
429 784 85
618 326 41
294 966 948
954 882 544
290 213 566
373 444 389
992 93 931
264 914 935
284 898 758
701 376 620
410 116 924
295 5 717
717 644 6
882 687 468
153 714 166
713 717 296
921 623 513
241 295 326
173 788 428
429 336 935
439 690 424
302 189 351
233 814 493
425 613 355
543 568 650
501 461 710
237 442 22
823 719 147
804 902 715
940 445 663
996 610 549
681 150 941
899 563 424
852 578 240
581 486 570
823 516 802
561 568 288
201 283 347
618 200 958
3 396 35
33 622 804
652 576 933
219 543 705
646 886 795
316 522 58
996 198 178
254 570 14
689 632 688
809 86 719
384 8 465
584 622 577
202 123 840
780 228 131
748 959 244
424 194 974
25 76 965
762 319 17
700 111 142
523 56 721
763 934 334
334 398 242
925 179 564
701 209 919
336 9 169
931 630 832
36 6 13
976 233 247
33 466 197
933 733 40
128 864 948
691 105 869
428 350 326
438 500 161
269 684 179
168 713 442
616 988 567
178 886 326
551 299 776
751 440 859
320 834 346
874 820 662
813 183 782
556 363 414
730 75 48
863 336 322
321 96 257
608 102 551
739 86 23
964 735 159
511 297 342
260 141 833
408 156 880
712 927 371
732 570 99
383 910 992
422 998 209
77 763 123
780 789 117
584 865 94
391 562 657
702 641 845
961 435 217
630 670 428
463 86 748
897 222 546
342 712 836
592 264 443
706 603 982
676 626 39
631 477 727
591 679 18
369 826 900
201 767 400
856 374 199
963 635 546
129 591 658
310 830 434
509 538 721
920 890 357
378 217 631
990 376 726
801 564 657
429 131 384
557 580 643
329 542 622
28 545 631
950 650 769
99 583 933
443 320 825
1000 634 571
340 471 457
749 92 962
421 30 981
928 31 278
778 760 299
792 339 346
165 983 995
398 347 931
551 499 534
353 408 689
22 588 245
747 822 638
196 718 56
542 165 173
706 150 11
831 504 146
487 658 724
316 820 729
980 544 663
168 559 209
335 318 419
557 422 484
832 885 441
111 984 90
207 712 907
639 416 942
351 662 45
76 405 358
761 652 710
902 780 102
481 197 982
894 943 343
443 887 954
816 450 20
3 338 626
13 661 265
462 91 527
858 182 840
786 191 297
627 720 831
638 926 226
765 596 29
575 814 466
658 941 449
225 272 795
631 204 961
269 552 482
773 850 348
299 437 895
35 227 965
829 531 727
887 460 385
164 289 1
969 102 74
79 549 275
670 505 148
128 314 598
878 694 31
325 308 879
813 190 157
248 884 212
26 500 808
377 418 981
938 837 927
947 413 8
87 946 313
235 447 746
842 625 921
91 384 417
733 973 445
830 337 473
740 546 660
941 563 150
192 818 745
739 7 753
509 674 860
274 673 882
789 352 970
967 205 7
801 173 484
19 675 303
940 607 904
40 167 16
942 109 414
517 842 933
986 963 456
455 137 861
279 720 533
900 564 882
284 381 69
881 520 731
648 647 358
257 56 459
477 140 17
838 395 229
675 994 416
172 593 593
453 791 456
640 149 768
160 833 807
982 21 246
972 981 595
973 964 850
358 860 226
160 55 999
746 38 138
868 761 716
699 152 606
85 30 605
336 856 846
868 570 854
362 242 480
345 529 486
455 807 788
586 813 262
935 292 787
385 752 709
968 933 822
431 186 994
353 304 876
273 711 294
354 781 603
381 321 104
484 9 727
764 130 129
509 30 335
517 623 956
621 7 566
739 64 496
692 629 215
602 855 254
370 426 838
152 254 132
528 377 889
162 282 547
216 852 797
530 126 179
107 495 203
640 706 41
169 203 875
148 680 844
188 974 17
234 32 480
680 21 786
334 459 150
473 830 475
389 17 206
616 572 773
49 401 576
410 503 26
950 67 245
227 637 628
374 586 372
735 907 527
935 914 931
425 624 342
118 922 801
914 827 537
628 343 53
96 650 926
284 705 346
510 939 84
862 356 531
942 601 64
402 135 281
494 447 92
741 811 629
501 734 368
279 550 429
192 854 969
85 40 431
741 709 900
164 863 759
420 238 292
774 326 528
443 913 292
827 769 990
524 611 619
412 518 699
559 500 409
248 200 38
986 958 437
749 344 780
780 900 932
307 21 526
543 837 407
928 741 673
461 633 734
552 73 0
265 983 558
734 924 423
308 795 663
368 249 717
325 163 785
944 6 70
332 102 361
543 792 208
845 80 213
846 974 105
673 669 261
446 16 65
466 881 450
942 781 725
474 281 692
71 734 297
209 718 588
301 875 924
691 26 30
712 497 507
595 768 939
470 999 5
799 279 730
975 84 247
243 851 927
928 970 734
19 770 864
978 727 75
959 297 449
32 255 608
984 422 883
320 941 787
385 979 548
46 916 134
882 126 683
934 65 583
67 864 622
763 654 467
626 835 620
13 159 293
194 922 796
494 868 831
871 414 671
996 390 793
627 65 20
354 106 719
92 162 163
920 530 928
375 41 606
203 308 13
655 383 793
320 203 401
408 749 516
384 268 487
988 659 569
232 922 892
256 384 752
150 774 628
139 229 260
741 795 372
617 515 933
776 245 138
189 328 177
179 300 939
992 480 831
175 602 196
854 498 988
825 526 498
252 906 281
730 555 732
988 280 449
905 323 666
136 95 209
811 535 225
518 822 602
300 649 987
33 826 156
522 268 756
159 364 420
50 836 130
784 439 742
366 84 439
667 619 453
602 375 273
686 776 612
721 137 753
227 163 704
239 224 391
551 76 838
177 586 341
245 347 689
89 540 281
428 686 479
578 517 64
36 570 602
485 936 500
53 87 218
378 615 968
62 721 799
432 426 132
883 447 291
210 592 491
475 961 222
678 82 88
122 558 493
878 524 106
794 414 705
731 721 623
375 468 407
613 479 293
493 571 488
172 978 15
859 573 65
250 840 252
26 321 118
214 693 68
126 529 609
714 162 419
77 945 748
144 68 651
811 203 508
474 437 524
140 678 34
774 513 588
58 323 346
603 776 145
222 801 225
396 337 852
151 387 160
262 198 14
102 929 706
854 404 194
185 330 939
365 66 317
263 407 950
893 421 393
909 130 337
726 770 460
139 354 217
219 726 268
865 507 836
336 893 188
545 161 775
53 543 108
650 807 52
767 222 66
132 591 271
788 763 228
231 361 457
151 716 711
87 403 322
863 420 878
28 106 728
690 207 610
229 877 461
425 797 799
812 696 172
592 415 743
132 625 87
70 960 241
922 216 438
896 533 281
470 819 152
570 694 828
393 334 887
752 470 858
577 757 996
398 240 391
212 176 552
970 267 905
872 991 149
808 519 265
805 694 736
775 267 811
620 576 956
971 292 829
45 97 286
747 725 741
454 262 549
855 836 690
665 91 856
537 491 489
930 327 231
63 184 34
459 390 135
765 238 298
354 447 285
671 565 591
777 837 284
239 48 808
579 344 280
574 685 692
470 563 598
843 647 88
33 206 89
359 303 906
451 463 333
692 757 154
716 721 773
848 302 868
414 595 116
682 228 267
430 774 917
613 313 677
362 364 10
64 842 535
603 872 18
963 687 789
935 825 773
327 477 870
680 717 218
876 815 548
716 404 880
418 834 81
33 180 966
808 797 308
705 157 724
496 846 289
658 396 843
622 886 443
513 708 855
166 518 318
666 565 710
350 126 711
458 302 163
310 255 278
305 461 939
215 21 44
635 68 604
316 337 998
583 974 906
171 114 763
58 712 633
611 70 676
774 919 715
747 95 309
688 917 169
509 536 461
762 405 598
367 469 116
883 142 802
161 799 618
113 68 850
901 431 799
192 829 980
818 980 274
213 594 855
599 552 891
437 9 572
318 232 772
444 789 792
567 948 191
658 738 638
854 136 865
483 951 155
458 882 820
302 422 566
55 230 655
2 294 139
452 680 894
14 417 226
233 381 707
817 917 405
576 765 279
174 375 441
747 913 823
231 437 818
783 652 276
507 164 863
301 256 603
316 568 866
84 747 12
49 741 86
327 146 634
732 454 362
738 706 925
900 342 203
63 750 181
183 72 457
57 177 575
562 999 301
388 80 713
992 764 888
895 843 456
479 341 859
540 215 448
405 971 42
848 998 103
230 90 1
80 358 668
822 598 373
208 113 199
432 852 312
664 957 376
814 174 322
324 978 890
46 22 930
190 56 568
266 609 161
416 496 110
753 349 19
876 83 178
204 900 211
669 473 402
270 971 230
263 706 981
341 465 60
257 635 439
215 896 82
116 217 268
363 606 427
208 816 308
781 883 348
617 429 819
744 437 490
598 788 194
905 616 822
453 956 460
994 409 268
915 911 593
873 480 601
584 304 877
15 797 399
348 329 16
385 527 428
522 832 940
255 995 214
836 181 469
85 492 503
271 776 924
254 970 417
876 151 853
176 433 309
990 869 74
711 377 349
277 600 798
269 854 273
535 979 934
846 19 834
951 447 667
3 697 120
698 252 159
90 836 239
741 322 428
713 737 120
136 276 943
618 417 912
377 843 793
643 387 523
458 19 151
921 871 612
357 602 277
419 977 187
848 847 40
251 263 460
788 185 393
898 514 863
549 872 709
420 154 990
372 23 804
305 494 57
61 25 75
214 719 473
674 485 658
228 645 384
597 51 238
571 10 479
6 717 310
458 512 178
319 543 55
685 772 783
185 451 210
670 701 532
118 154 174
449 586 791
381 973 624
779 894 807
789 787 928
222 503 926
567 164 572
707 725 733
68 335 375
166 818 362
389 390 99
929 746 402
389 326 403
342 39 728
920 179 49
244 165 57
131 630 449
836 430 21
458 218 541
31 269 26
670 562 940
769 687 134
741 356 448
621 297 290
360 107 403
586 251 675
459 145 113
179 308 362
306 586 784
838 831 257
534 702 454
990 237 557
246 764 185
581 722 485
352 160 79
54 695 794
556 73 111
299 819 782
492 781 114
263 561 570
508 681 327
898 310 378
431 364 953
482 761 828
354 908 841
239 867 892
934 444 319
393 395 255
965 117 784
743 4 457
469 610 171
546 416 377
216 692 695
440 730 138
776 642 227
998 895 943
50 957 4
897 538 544
20 273 138
968 139 528
930 719 648
319 259 520
328 66 828
219 160 960
211 67 664
152 169 758
809 921 246
273 571 844
177 835 589
723 312 960
715 110 222
679 867 653
687 667 311
722 373 119
388 323 618
128 367 268
974 797 288
986 194 255
117 687 615
780 79 984
256 75 771
282 315 714
41 33 508
99 707 65
710 436 407
490 997 299
607 397 986
655 191 528
165 227 286
830 438 83
117 428 166
981 546 594
318 523 274
627 344 410
940 320 483
608 952 148
212 486 88
950 280 381
917 295 392
171 322 612
80 110 227
357 820 276
286 511 931
892 440 129
98 211 647
383 175 677
665 268 63
336 743 794
905 756 899
966 43 54
719 932 720
270 664 418
744 100 51
888 213 601
163 789 435
632 986 440
781 699 260
297 86 217
365 492 69
152 739 859
867 231 419
325 459 941
484 506 149
131 189 614
270 435 90
320 637 20
571 394 463
301 662 605
290 919 335
759 69 505
749 21 629
295 222 769
103 117 950
10 913 688
175 916 806
578 341 199
258 736 75
455 200 458
556 759 938
642 194 651
912 364 106
38 727 443
921 647 480
170 892 888
70 716 92
621 497 589
336 464 128
70 669 536
341 876 859
158 80 92
99 553 551
835 700 993
964 342 817
380 329 427
578 74 911
657 200 512
315 527 527
834 929 227
632 902 876
368 8 968
322 853 215
757 296 62
525 473 324
418 268 61
255 143 824
107 415 549
549 725 70
169 877 912
946 86 465
746 488 400
293 968 372
441 131 748
912 116 535
812 682 644
978 645 611
981 46 349
966 929 172
635 649 347
445 48 494
670 72 307
124 8 762
100 315 466
758 537 577
719 849 919
353 887 827
560 445 882
432 384 325
906 326 415
548 111 602
457 668 200
568 184 951
128 927 133
65 417 286
596 368 132
600 316 611
338 262 292
412 219 576
422 677 476
52 912 496
138 167 857
574 541 385
261 806 851
814 512 338
972 882 276
268 35 584
156 230 825
882 606 477
736 7 809
213 585 758
513 858 395
735 814 791
731 984 476
977 293 420
219 632 767
706 196 944
890 874 511
209 449 640
304 512 907
992 643 115
910 771 824
876 622 74
964 64 525
81 80 825
853 813 794
707 230 336
973 318 351
100 765 891
488 304 146
889 20 434
97 446 461
532 747 20
155 221 871
168 530 141
327 484 6
800 750 353
230 327 350
883 228 281
251 191 958
760 878 418
27 118 132
118 188 748
111 934 230
5 850 486
775 652 997
299 582 345
223 45 797
19 140 589
687 442 622
603 433 362
559 562 396
901 741 435
804 110 582
836 942 540
143 746 891
140 623 846
69 672 5
291 471 517
755 786 834
560 397 651
603 780 501
62 26 799
512 810 714
628 326 915
416 157 990
761 756 910
994 511 288
567 728 848
307 654 584
85 551 777
258 831 128
883 598 358
212 781 713
624 234 584
606 57 687
244 664 763
571 194 801
318 344 4
774 711 401
759 77 280
433 12 203
72 209 516
551 928 611
426 606 9
305 720 793
266 398 59
480 606 434
840 622 494
457 972 617
118 361 457
30 155 222
695 953 234
559 447 625
497 322 855
431 253 597
250 551 522
621 968 851
852 628 116
470 817 511
795 281 717
700 189 931
522 875 100
860 59 16
649 41 585
256 752 792
283 290 19
810 992 254
641 224 465
655 158 383
607 89 216
190 893 351
864 483 33
815 998 406
992 678 457
970 617 648
322 762 946
138 13 690
638 484 209
259 917 594
871 8 467
948 347 160
165 993 381
509 891 550
254 524 200
78 775 96
251 513 521
333 43 78
441 406 496
563 721 601
292 695 49
969 224 440
256 630 339
387 724 871
764 563 65
